"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fr-lm-image-illustrative","fr-lm-image-illustrative","","","",0,*,"","","","null {[]} {[]}
","Logical model - FR LM Image illustrative","Entrée Image illustrative.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-lm-image-illustrative.header","fr-lm-image-illustrative.header","","","",1,1,"","","","Base {[]} {[]}
","Métadonnées de base","Métadonnées de base","","","","","","","","","",,,,,"",,,,"fr-lm-entry.header",1,1,"",""
"fr-lm-image-illustrative.header.subject","fr-lm-image-illustrative.header.subject","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-lm-patient-usager {[]} {[]}
","Patient/subject information","Patient/subject information","","","","","","","","","",,,,,"",,,,"fr-lm-entry.header.subject",1,1,"",""
"fr-lm-image-illustrative.header.identifier","fr-lm-image-illustrative.header.identifier","","","",0,*,"","","","Identifier {[]} {[]}
","Identifiant de l’entrée","Identifiant de l’entrée","","","","","","","","","",,,,,"",,,,"fr-lm-entry.header.identifier",0,*,"",""
"fr-lm-image-illustrative.header.author[x]","fr-lm-image-illustrative.header.author[x]","","","",0,*,"","","","Base {[]} {[]}
","author[x] peut correspondre soit à un professionnel, soit à une organisation, soit à un système.","author[x] peut correspondre soit à un professionnel, soit à une organisation, soit à un système.","","","","","","","","","",,,,,"",,,,"fr-lm-entry.header.author[x]",0,*,"",""
"fr-lm-image-illustrative.header.author[x].authorProfessional","fr-lm-image-illustrative.header.author[x].authorProfessional","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-lm-personne-structure-auteur {[]} {[]}
","L'auteur est un professionnel de santé","L'auteur est un professionnel de santé","","","","","","","","","",,,,,"",,,,"fr-lm-entry.header.author[x].authorProfessional",0,*,"",""
"fr-lm-image-illustrative.header.author[x].authorOrganisation","fr-lm-image-illustrative.header.author[x].authorOrganisation","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-lm-personne-structure-auteur {[]} {[]}
","L'auteur est une organisation","L'auteur est une organisation","","","","","","","","","",,,,,"",,,,"fr-lm-entry.header.author[x].authorOrganisation",0,*,"",""
"fr-lm-image-illustrative.header.author[x].authorDevice","fr-lm-image-illustrative.header.author[x].authorDevice","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-lm-systeme-structure-auteur {[]} {[]}
","L'auteur est un système","L'auteur est un système","","","","","","","","","",,,,,"",,,,"fr-lm-entry.header.author[x].authorDevice",0,*,"",""
"fr-lm-image-illustrative.header.performer","fr-lm-image-illustrative.header.performer","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-lm-personne-structure {[]} {[]}
","Exécutant (performer)","Exécutant (performer)","","","","","","","","","",,,,,"",,,,"fr-lm-entry.header.performer",0,*,"",""
"fr-lm-image-illustrative.header.participant","fr-lm-image-illustrative.header.participant","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-lm-participant-corps {[]} {[]}
","Participant","Participant","","","","","","","","","",,,,,"",,,,"fr-lm-entry.header.participant",0,*,"",""
"fr-lm-image-illustrative.header.informant","fr-lm-image-illustrative.header.informant","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-lm-informateur {[]} {[]}
","Informateur","Informateur","","","","","","","","","",,,,,"",,,,"fr-lm-entry.header.informant",0,*,"",""
"fr-lm-image-illustrative.header.date","fr-lm-image-illustrative.header.date","","","",0,1,"","","","dateTime {[]} {[]}
","Date/Heure de création par l'auteur","Date/Heure de création par l'auteur","","","","","","","","","",,,,,"",,,,"fr-lm-entry.header.date",0,1,"",""
"fr-lm-image-illustrative.header.source","fr-lm-image-illustrative.header.source","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Source","Source","","","","","","","","","",,,,,"",,,,"fr-lm-entry.header.source",0,1,"",""
"fr-lm-image-illustrative.header.langue","fr-lm-image-illustrative.header.langue","","","",0,1,"","","","CodeableConcept {[]} {[]}
","'fr-FR' pour français métropolitain (la casse des caractères doit être respectée)
La partie en minuscules indique le code de la langue utilisée (ISO-639-1)
La partie en majuscules indique le code pays (ISO-3166)","'fr-FR' pour français métropolitain (la casse des caractères doit être respectée)
La partie en minuscules indique le code de la langue utilisée (ISO-639-1)
La partie en majuscules indique le code pays (ISO-3166)","","","","","","","","","",,,,,"",,,,"fr-lm-entry.header.langue",0,1,"",""
"fr-lm-image-illustrative.imageEncodee","fr-lm-image-illustrative.imageEncodee","","","",1,1,"","","","Base {[]} {[]}
","Image encodée en Base64","Image encodée en Base64","","","","","","","","","",,,,,"",,,,"fr-lm-image-illustrative.imageEncodee",1,1,"",""
"fr-lm-image-illustrative.imageEncodee.mediaType","fr-lm-image-illustrative.imageEncodee.mediaType","","","",1,1,"","","","CodeableConcept {[]} {[]}
","'image/gif' ou 'image/jpeg' ou 'image/png' ou 'mage/bm'","'image/gif' ou 'image/jpeg' ou 'image/png' ou 'mage/bm'","","","","","","","","","",,,,,"",,,,"fr-lm-image-illustrative.imageEncodee.mediaType",1,1,"",""
"fr-lm-image-illustrative.imageEncodee.representation","fr-lm-image-illustrative.imageEncodee.representation","","","",1,1,"","","","base64Binary {[]} {[]}
","B64","B64","","","","","","","","","",,,,,"",,,,"fr-lm-image-illustrative.imageEncodee.representation",1,1,"",""
"fr-lm-image-illustrative.specimen","fr-lm-image-illustrative.specimen","","","",0,*,"","","","Base {[]} {[]}
","Specimen","Specimen","","","","","","","","","",,,,,"",,,,"fr-lm-image-illustrative.specimen",0,*,"",""
"fr-lm-image-illustrative.entryRelationship","fr-lm-image-illustrative.entryRelationship","","","",0,*,"","","","Base {[]} {[]}
","entryRelationship","entryRelationship","","","","","","","","","",,,,,"",,,,"fr-lm-image-illustrative.entryRelationship",0,*,"",""
"fr-lm-image-illustrative.reference","fr-lm-image-illustrative.reference","","","",0,*,"","","","Base {[]} {[]}
","Reference","Reference","","","","","","","","","",,,,,"",,,,"fr-lm-image-illustrative.reference",0,*,"",""
"fr-lm-image-illustrative.precondition","fr-lm-image-illustrative.precondition","","","",0,*,"","","","Base {[]} {[]}
","Precondition","Precondition","","","","","","","","","",,,,,"",,,,"fr-lm-image-illustrative.precondition",0,*,"",""
